p-number,location,unit,name,registration_number,unit_2,location_2,parking_number,location_3,floor,rooms_description,levels,shops,flats,offices,age,location_4,municipality_number,building,building_2,building_3
29048055,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,222,3.51,B-50,0.23,2,Studio,,,,,,35.0,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048059,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,223,3.51,B-51,0.23,2,Studio,,,,,,35.0,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048063,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,224,3.51,B-52,0.23,2,Studio,,,,,,34.96,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048067,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,225,9.05,B-53,0.46,2,1 B/R,,,,,,71.06,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048071,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,226,9.05,B-54,0.46,2,1 B/R,,,,,,71.12,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048075,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,227,3.51,B-55,0.26,2,Studio,,,,,,39.4,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048079,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,228,9.05,B-56,0.51,2,1 B/R,,,,,,78.46,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048083,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,229,3.51,B-57,0.23,2,Studio,,,,,,34.88,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048087,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,230,3.51,B-58,0.23,2,Studio,,,,,,35.12,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048091,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,231,3.51,B-59,0.24,2,Studio,,,,,,37.64,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048095,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,232,3.51,B-60,0.25,2,Studio,,,,,,38.35,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048099,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,301,5.03,B-61,0.43,3,1 B/R,,,,,,66.22,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048103,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,302,3.51,B-62,0.23,3,Studio,,,,,,34.93,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048107,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,303,3.51,B-63,0.23,3,Studio,,,,,,35.0,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048111,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,304,3.51,B-64,0.23,3,Studio,,,,,,35.05,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048115,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,305,3.51,B-65,0.23,3,Studio,,,,,,35.13,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048147,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,313,3.51,B-73,0.44,3,1 B/R,,,,,,67.59,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048151,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,314,3.51,B-74,0.23,3,Studio,,,,,,35.0,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048155,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,315,3.51,B-75,0.23,3,Studio,,,,,,35.23,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048159,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,316,3.51,B-76,0.23,3,Studio,,,,,,35.0,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048163,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,317,3.51,B-77,0.23,3,Studio,,,,,,35.0,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048167,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,318,3.51,B-78,0.23,3,Studio,,,,,,35.0,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048171,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,319,3.51,B-79,0.23,3,Studio,,,,,,35.0,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048175,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,320,3.51,B-80,0.23,3,Studio,,,,,,35.0,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29048179,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,321,3.38,B-81,0.23,3,Studio,,,,,,34.86,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29047841,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,,,,,14,,16.0,2.0,316.0,,,,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29047851,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,F&B 1,0.0,G-01 TO G-07,3.01,G,,,,,,,462.9,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29047855,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,F&B 2,0.0,"G-08,G-09,G-42 TO G-44",1.59,G,,,,,,,243.88,5910000.0,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29047859,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,101,72.78,B-01,0.87,1,1 B/R,,,,,,133.99,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29047891,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,109,11.36,B-09,0.28,1,Studio,,,,,,42.81,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29047895,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,110,11.69,B-10,0.28,1,Studio,,,,,,43.01,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29047899,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,111,60.9,B-11,0.8,1,1 B/R,,,,,,123.31,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29047903,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,112,35.68,B-12,0.64,1,1 B/R,,,,,,98.25,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29047907,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,113,36.19,B-13,0.65,1,1 B/R,,,,,,100.22,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29047911,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,114,13.14,B-14,0.29,1,Studio,,,,,,44.59,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29047915,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,115,10.96,B-15,0.28,1,Studio,,,,,,42.67,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29047919,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,116,17.15,B-16,0.32,1,Studio,,,,,,48.6,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
29047923,Jabal Ali First,2113-,CANDACE ACACIA HOTEL APARTMENTS,,117,16.96,B-17,0.32,1,Studio,,,,,,48.41,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
12329645,Jabal Ali First,2113-,,AFRA001,,,,,,,,,,,,4045.86,5910000,Al Furjan,CANDACE ACACIA HOTEL APARTMENTS,Commercial
16817621,Jabal Ali First,2114-,AZIZI FREESIA,,206,107.47,"G-8, G-9",1.92,2,3 B/R,,,,,,247.18,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
16817622,Jabal Ali First,2114-,AZIZI FREESIA,,1002,20.55,1F-44,1.12,10,2 B/R,,,,,,144.4,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817623,Jabal Ali First,2114-,AZIZI FREESIA,,908,19.71,"1F-39,1F-40",1.24,9,3 B/R,,,,,,159.48,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
16817624,Jabal Ali First,2114-,AZIZI FREESIA,,807,15.39,1F-25,0.96,8,2 B/R,,,,,,123.97,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817625,Jabal Ali First,2114-,AZIZI FREESIA,,703,13.52,1F-69,0.95,7,2 B/R,,,,,,121.75,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817626,Jabal Ali First,2114-,AZIZI FREESIA,,409,19.9,"G-34,G-35",1.24,4,3 B/R,,,,,,160.1,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
16817627,Jabal Ali First,2114-,AZIZI FREESIA,,1101,19.86,1F-55,1.11,11,2 B/R,,,,,,142.61,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817628,Jabal Ali First,2114-,AZIZI FREESIA,,708,19.83,"1F-14,1F-15",1.24,7,3 B/R,,,,,,159.6,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
16817629,Jabal Ali First,2114-,AZIZI FREESIA,,1104,9.07,1F-58,0.62,11,1 B/R,,,,,,79.77,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817630,Jabal Ali First,2114-,AZIZI FREESIA,,705,5.05,1F-11,0.6,7,1 B/R,,,,,,77.03,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817631,Jabal Ali First,2114-,AZIZI FREESIA,,408,19.91,"G-32,G-33",1.24,4,3 B/R,,,,,,159.68,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
16817632,Jabal Ali First,2114-,AZIZI FREESIA,,502,20.36,G-38,1.12,5,2 B/R,,,,,,144.21,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817582,Jabal Ali First,2114-,AZIZI FREESIA,,1102,20.55,1F-56,1.12,11,2 B/R,,,,,,144.4,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817583,Jabal Ali First,2114-,AZIZI FREESIA,,603,13.52,G-64,0.95,6,2 B/R,,,,,,121.75,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817584,Jabal Ali First,2114-,AZIZI FREESIA,,303,13.52,G-15,0.95,3,2 B/R,,,,,,121.75,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817585,Jabal Ali First,2114-,AZIZI FREESIA,,1004,9.07,1F-46,0.62,10,1 B/R,,,,,,79.77,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817586,Jabal Ali First,2114-,AZIZI FREESIA,,410,19.03,G-36,0.96,4,2 B/R,,,,,,124.03,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817587,Jabal Ali First,2114-,AZIZI FREESIA,,310,19.03,G-24,0.96,3,2 B/R,,,,,,124.03,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817588,Jabal Ali First,2114-,AZIZI FREESIA,,309,19.9,"G-22,G-23",1.24,3,3 B/R,,,,,,160.1,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
16817589,Jabal Ali First,2114-,AZIZI FREESIA,,203,47.59,G-3,1.21,2,2 B/R,,,,,,155.63,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817590,Jabal Ali First,2114-,AZIZI FREESIA,,907,15.39,1F-37,0.96,9,2 B/R,,,,,,123.97,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817591,Jabal Ali First,2114-,AZIZI FREESIA,,403,13.52,"G-27, G -28",0.95,4,2 B/R,,,,,,121.75,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
16817592,Jabal Ali First,2114-,AZIZI FREESIA,,1106,11.01,1F-60,0.91,11,2 B/R,,,,,,117.51,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817593,Jabal Ali First,2114-,AZIZI FREESIA,,802,20.55,1F-20,1.12,8,2 B/R,,,,,,144.4,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817594,Jabal Ali First,2114-,AZIZI FREESIA,,706,11.01,1F-12,0.91,7,2 B/R,,,,,,117.51,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817595,Jabal Ali First,2114-,AZIZI FREESIA,,910,19.03,1F-38,0.96,9,2 B/R,,,,,,124.03,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817596,Jabal Ali First,2114-,AZIZI FREESIA,,308,19.91,"G-20,G-21",1.24,3,3 B/R,,,,,,159.68,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
16817597,Jabal Ali First,2114-,AZIZI FREESIA,,608,19.83,"1F-2,1F-3",1.24,6,3 B/R,,,,,,159.6,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
16817633,Jabal Ali First,2114-,AZIZI FREESIA,,805,5.05,1F-23,0.6,8,1 B/R,,,,,,77.03,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817634,Jabal Ali First,2114-,AZIZI FREESIA,,503,13.52,G-39,0.95,5,2 B/R,,,,,,121.75,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817635,Jabal Ali First,2114-,AZIZI FREESIA,,810,19.03,1F-28,0.96,8,2 B/R,,,,,,124.03,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817636,Jabal Ali First,2114-,AZIZI FREESIA,,401,19.7,G-25,1.11,4,2 B/R,,,,,,142.45,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817637,Jabal Ali First,2114-,AZIZI FREESIA,,407,15.39,G-31,0.96,4,2 B/R,,,,,,123.97,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817638,Jabal Ali First,2114-,AZIZI FREESIA,,606,11.01,G-67,0.91,6,2 B/R,,,,,,117.51,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817639,Jabal Ali First,2114-,AZIZI FREESIA,,906,11.01,1F-36,0.91,9,2 B/R,,,,,,117.51,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817640,Jabal Ali First,2114-,AZIZI FREESIA,,509,19.9,"G-52,G-53",1.24,5,3 B/R,,,,,,160.1,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
16817641,Jabal Ali First,2114-,AZIZI FREESIA,,710,19.03,1F-16,0.96,7,2 B/R,,,,,,124.03,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817642,Jabal Ali First,2114-,AZIZI FREESIA,,202,99.16,G-2,1.73,2,2 B/R,,,,,,222.84,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817643,Jabal Ali First,2114-,AZIZI FREESIA,,809,19.71,"1F-29,1F-30",1.24,8,3 B/R,,,,,,159.91,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
16817644,Jabal Ali First,2114-,AZIZI FREESIA,,306,11.01,G-18,0.91,3,2 B/R,,,,,,117.51,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817645,Jabal Ali First,2114-,AZIZI FREESIA,,902,20.55,1F-68,1.12,9,2 B/R,,,,,,144.4,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817646,Jabal Ali First,2114-,AZIZI FREESIA,,405,5.05,G-29,0.6,4,1 B/R,,,,,,77.03,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817647,Jabal Ali First,2114-,AZIZI FREESIA,,904,9.07,1F-34,0.62,9,1 B/R,,,,,,79.77,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817648,Jabal Ali First,2114-,AZIZI FREESIA,,204,26.08,G-6,0.76,2,1 B/R,,,,,,98.21,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817649,Jabal Ali First,2114-,AZIZI FREESIA,,307,15.39,G-19,0.96,3,2 B/R,,,,,,123.97,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817650,Jabal Ali First,2114-,AZIZI FREESIA,,208,104.65,G-12,1.63,2,2 B/R,,,,,,209.67,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817651,Jabal Ali First,2114-,AZIZI FREESIA,,404,8.97,1F-70,0.62,4,1 B/R,,,,,,79.67,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817652,Jabal Ali First,2114-,AZIZI FREESIA,,304,8.97,G-16,0.62,3,1 B/R,,,,,,79.67,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817653,Jabal Ali First,2114-,AZIZI FREESIA,,604,9.07,G-65,0.62,6,1 B/R,,,,,,79.77,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817654,Jabal Ali First,2114-,AZIZI FREESIA,,1006,11.01,"1F-47,1F-48",0.91,10,2 B/R,,,,,,117.51,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
16817655,Jabal Ali First,2114-,AZIZI FREESIA,,201,119.97,G-1,1.89,2,2 B/R,,,,,,242.64,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817656,Jabal Ali First,2114-,AZIZI FREESIA,,702,20.55,"1F-8, 1F-9",1.12,7,2 B/R,,,,,,144.4,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
16817657,Jabal Ali First,2114-,AZIZI FREESIA,,1105,5.05,1F-59,0.6,11,1 B/R,,,,,,77.03,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817658,Jabal Ali First,2114-,AZIZI FREESIA,,1103,13.52,1F-57,0.95,11,2 B/R,,,,,,121.75,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817558,Jabal Ali First,2114-,AZIZI FREESIA,,,,,,12,,13.0,,,,,,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817561,Jabal Ali First,2114-,AZIZI FREESIA,,305,5.05,G-17,0.6,3,1 B/R,,,,,,77.03,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817562,Jabal Ali First,2114-,AZIZI FREESIA,,301,19.7,G-13,1.11,3,2 B/R,,,,,,142.45,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817563,Jabal Ali First,2114-,AZIZI FREESIA,,701,19.86,1F-7,1.11,7,2 B/R,,,,,,142.61,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817564,Jabal Ali First,2114-,AZIZI FREESIA,,806,11.01,1F-24,0.91,8,2 B/R,,,,,,117.51,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817565,Jabal Ali First,2114-,AZIZI FREESIA,,1110,19.03,1F-62,0.96,11,2 B/R,,,,,,124.03,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817566,Jabal Ali First,2114-,AZIZI FREESIA,,804,9.07,1F-22,0.62,8,1 B/R,,,,,,79.77,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817567,Jabal Ali First,2114-,AZIZI FREESIA,,605,5.05,G-66,0.6,6,1 B/R,,,,,,77.03,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817568,Jabal Ali First,2114-,AZIZI FREESIA,,905,5.05,1F-35,0.6,9,1 B/R,,,,,,77.03,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817569,Jabal Ali First,2114-,AZIZI FREESIA,,704,9.07,1F-10,0.62,7,1 B/R,,,,,,79.77,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817570,Jabal Ali First,2114-,AZIZI FREESIA,,402,20.36,G-26,1.12,4,2 B/R,,,,,,144.21,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817571,Jabal Ali First,2114-,AZIZI FREESIA,,1008,19.71,"1F-50,1F-51",1.24,10,3 B/R,,,,,,159.48,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
16817572,Jabal Ali First,2114-,AZIZI FREESIA,,506,11.01,G-47,0.91,5,2 B/R,,,,,,117.51,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817573,Jabal Ali First,2114-,AZIZI FREESIA,,507,15.39,G-48,0.96,5,2 B/R,,,,,,123.97,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817574,Jabal Ali First,2114-,AZIZI FREESIA,,909,19.71,"1F-42,1F-43",1.24,9,3 B/R,,,,,,159.91,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
16817575,Jabal Ali First,2114-,AZIZI FREESIA,,302,20.36,G-14,1.12,3,2 B/R,,,,,,144.21,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817576,Jabal Ali First,2114-,AZIZI FREESIA,,505,5.05,G-46,0.6,5,1 B/R,,,,,,77.03,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817577,Jabal Ali First,2114-,AZIZI FREESIA,,1108,19.71,"1F-64,1F-65",1.24,11,3 B/R,,,,,,159.48,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
16817578,Jabal Ali First,2114-,AZIZI FREESIA,,1003,13.52,1F-45,0.95,10,2 B/R,,,,,,121.75,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817579,Jabal Ali First,2114-,AZIZI FREESIA,,601,19.86,G-62,1.11,6,2 B/R,,,,,,142.61,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817580,Jabal Ali First,2114-,AZIZI FREESIA,,801,19.86,1F-19,1.11,8,2 B/R,,,,,,142.61,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817581,Jabal Ali First,2114-,AZIZI FREESIA,,205,48.46,G-7,1.22,2,2 B/R,,,,,,156.85,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817600,Jabal Ali First,2114-,AZIZI FREESIA,,602,20.55,G-63,1.12,6,2 B/R,,,,,,144.4,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817601,Jabal Ali First,2114-,AZIZI FREESIA,,1107,15.39,1F-76,0.96,11,2 B/R,,,,,,123.97,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817602,Jabal Ali First,2114-,AZIZI FREESIA,,207,136.1,"G-10, G-11",2.15,2,3 B/R,,,,,,276.2,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
16817603,Jabal Ali First,2114-,AZIZI FREESIA,,1001,19.86,1F-41,1.11,10,2 B/R,,,,,,142.61,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817604,Jabal Ali First,2114-,AZIZI FREESIA,,1007,15.39,1F-49,0.96,10,2 B/R,,,,,,123.97,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817605,Jabal Ali First,2114-,AZIZI FREESIA,,504,8.97,G-40,0.62,5,1 B/R,,,,,,79.67,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817606,Jabal Ali First,2114-,AZIZI FREESIA,,707,15.39,1F-13,0.96,7,2 B/R,,,,,,123.97,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817607,Jabal Ali First,2114-,AZIZI FREESIA,,903,13.52,1F-33,0.95,9,2 B/R,,,,,,121.75,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817608,Jabal Ali First,2114-,AZIZI FREESIA,,406,11.01,G-30,0.91,4,2 B/R,,,,,,117.51,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817609,Jabal Ali First,2114-,AZIZI FREESIA,,901,19.86,"1F-31, 1F-32",1.11,9,2 B/R,,,,,,142.61,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
16817610,Jabal Ali First,2114-,AZIZI FREESIA,,508,19.91,"G-49,G-50",1.24,5,3 B/R,,,,,,159.68,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
16817611,Jabal Ali First,2114-,AZIZI FREESIA,,1005,5.05,1F-63,0.6,10,1 B/R,,,,,,77.03,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817612,Jabal Ali First,2114-,AZIZI FREESIA,,1009,19.71,"1F-52,1F-53",1.24,10,3 B/R,,,,,,159.91,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
16817613,Jabal Ali First,2114-,AZIZI FREESIA,,510,19.03,G-51,0.96,5,2 B/R,,,,,,124.03,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817614,Jabal Ali First,2114-,AZIZI FREESIA,,803,13.52,1F-21,0.95,8,2 B/R,,,,,,121.75,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817615,Jabal Ali First,2114-,AZIZI FREESIA,,1010,19.03,1F-54,0.96,10,2 B/R,,,,,,124.03,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817616,Jabal Ali First,2114-,AZIZI FREESIA,,709,19.82,"1F-17,1F-18",1.24,7,3 B/R,,,,,,160.02,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
12329867,Jabal Ali First,2114-,,AFRA005,,,,,,,,,,,,3128.52,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817598,Jabal Ali First,2114-,AZIZI FREESIA,,501,19.7,G-37,1.11,5,2 B/R,,,,,,142.45,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817599,Jabal Ali First,2114-,AZIZI FREESIA,,610,19.03,1F-6,0.96,6,2 B/R,,,,,,124.03,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817617,Jabal Ali First,2114-,AZIZI FREESIA,,607,15.39,1F-1,0.96,6,2 B/R,,,,,,123.97,5910000,Al Furjan,AZIZI. FREESIA,Commercial
16817618,Jabal Ali First,2114-,AZIZI FREESIA,,609,19.82,"1F-4,1F-5",1.24,6,3 B/R,,,,,,160.02,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
16817619,Jabal Ali First,2114-,AZIZI FREESIA,,808,19.71,"1F-26,1F-27",1.24,8,3 B/R,,,,,,159.48,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
16817620,Jabal Ali First,2114-,AZIZI FREESIA,,1109,19.71,"1F-66,1F-67",1.24,11,3 B/R,,,,,,159.91,5910000.0,Al Furjan,AZIZI. FREESIA,Commercial
17562773,Jabal Ali First,2115-,AZIZI DAISY,,306,10.32,G-23,0.71,3,2 B/R,,,,,,119.07,5910000,Al Furjan,AZIZI. DAISY,Commercial
17562774,Jabal Ali First,2115-,AZIZI DAISY,,911,7.15,1F-32,0.48,9,1 B/R,,,,,,79.95,5910000,Al Furjan,AZIZI. DAISY,Commercial
12329958,Jabal Ali First,2115-,,AFRA006,,,,,,,,,,,,4082.67,5910000,Al Furjan,AZIZI. DAISY,Commercial
17562710,Jabal Ali First,2115-,AZIZI DAISY,,612,20.06,"G-87, G-88",1.0,6,3 B/R,,,,,,166.67,5910000.0,Al Furjan,AZIZI. DAISY,Commercial
17562739,Jabal Ali First,2115-,AZIZI DAISY,,704,9.53,G-92,0.72,7,2 B/R,,,,,,120.62,5910000,Al Furjan,AZIZI. DAISY,Commercial
17562740,Jabal Ali First,2115-,AZIZI DAISY,,304,9.48,G-19,0.72,3,2 B/R,,,,,,120.57,5910000,Al Furjan,AZIZI. DAISY,Commercial
17562741,Jabal Ali First,2115-,AZIZI DAISY,,603,7.04,G-76,0.7,6,2 B/R,,,,,,116.69,5910000,Al Furjan,AZIZI. DAISY,Commercial
