p-number,location,unit,registration_number,unit_2,location_2,parking_number,location_3,floor,rooms_description,levels,shops,flats,offices,age,location_4,municipality_number,building,building_2,building_3
177839611,Wadi Al Safa 5,3194-,VN.P13.018,,,,,,,,,,,,324.99,6480434,,La Quinta,Commercial
177839613,Wadi Al Safa 5,3195-,VN.P13.019,,,,,,,,,,,,325.01,6480388,,La Quinta,Commercial
177839615,Wadi Al Safa 5,3196-,VN.P13.020,,,,,,,,,,,,325.01,6483423,,La Quinta,Commercial
177839617,Wadi Al Safa 5,3197-,VN.P13.021,,,,,,,,,,,,324.99,6483028,,La Quinta,Commercial
177839619,Wadi Al Safa 5,3198-,VN.P13.022,,,,,,,,,,,,324.99,6480327,,La Quinta,Commercial
177839621,Wadi Al Safa 5,3199-,VN.P13.023,,,,,,,,,,,,325.0,6480255,,La Quinta,Commercial
177839623,Wadi Al Safa 5,3200-,VN.P13.024,,,,,,,,,,,,397.88,6483329,,La Quinta,Commercial
177839625,Wadi Al Safa 5,3201-,VN.P13.025,,,,,,,,,,,,325.0,6483136,,La Quinta,Commercial
177839627,Wadi Al Safa 5,3202-,VN.P13.026,,,,,,,,,,,,399.99,6483569,,La Quinta,Commercial
177839629,Wadi Al Safa 5,3203-,VN.P13.027,,,,,,,,,,,,325.0,6480266,,La Quinta,Commercial
177839631,Wadi Al Safa 5,3204-,VN.P13.028,,,,,,,,,,,,325.0,6480263,,La Quinta,Commercial
177839633,Wadi Al Safa 5,3205-,VN.P13.029,,,,,,,,,,,,400.01,6483357,,La Quinta,Commercial
177839635,Wadi Al Safa 5,3206-,VN.P13.030,,,,,,,,,,,,399.98,6483381,,La Quinta,Commercial
177839637,Wadi Al Safa 5,3207-,VN.P13.031,,,,,,,,,,,,329.63,6483169,,La Quinta,Commercial
177839639,Wadi Al Safa 5,3208-,VN.P13.032,,,,,,,,,,,,325.0,6483068,,La Quinta,Commercial
177839641,Wadi Al Safa 5,3209-,VN.P13.033,,,,,,,,,,,,449.99,6486291,,La Quinta,Commercial
177839643,Wadi Al Safa 5,3210-,VN.P13.034,,,,,,,,,,,,449.99,6486306,,La Quinta,Commercial
177839645,Wadi Al Safa 5,3211-,VN.P13.035,,,,,,,,,,,,450.01,6486282,,La Quinta,Commercial
177839647,Wadi Al Safa 5,3212-,VN.P13.036,,,,,,,,,,,,450.01,6486345,,La Quinta,Commercial
177839649,Wadi Al Safa 5,3213-,VN.P13.037,,,,,,,,,,,,449.99,6486364,,La Quinta,Commercial
177839651,Wadi Al Safa 5,3214-,VN.P13.038,,,,,,,,,,,,425.1,6486433,,La Quinta,Commercial
177839653,Wadi Al Safa 5,3215-,VN.P13.038A,,,,,,,,,,,,325.0,6489544,,La Quinta,Commercial
177839655,Wadi Al Safa 5,3216-,VN.P13.039,,,,,,,,,,,,325.0,6486240,,La Quinta,Commercial
177839657,Wadi Al Safa 5,3217-,VN.P13.040,,,,,,,,,,,,400.01,6483444,,La Quinta,Commercial
177839659,Wadi Al Safa 5,3218-,VN.P13.041,,,,,,,,,,,,325.0,6486360,,La Quinta,Commercial
177839661,Wadi Al Safa 5,3219-,VN.P13.042,,,,,,,,,,,,325.0,6483451,,La Quinta,Commercial
177839663,Wadi Al Safa 5,3220-,VN.P13.043,,,,,,,,,,,,399.98,6480375,,La Quinta,Commercial
177839665,Wadi Al Safa 5,3221-,VN.P13.044,,,,,,,,,,,,325.01,6480378,,La Quinta,Commercial
177839667,Wadi Al Safa 5,3222-,VN.P13.045,,,,,,,,,,,,325.43,6480362,,La Quinta,Commercial
177839669,Wadi Al Safa 5,3223-,VN.P13.046,,,,,,,,,,,,565.83,6489387,,La Quinta,Commercial
177839671,Wadi Al Safa 5,3224-,VN.P13.047,,,,,,,,,,,,499.51,6489501,,La Quinta,Commercial
177839673,Wadi Al Safa 5,3225-,VN.P13.048,,,,,,,,,,,,325.43,6483152,,La Quinta,Commercial
177839675,Wadi Al Safa 5,3226-,VN.P13.049,,,,,,,,,,,,325.0,6480264,,La Quinta,Commercial
177839677,Wadi Al Safa 5,3227-,VN.P13.050,,,,,,,,,,,,399.98,6483446,,La Quinta,Commercial
177839679,Wadi Al Safa 5,3228-,VN.P13.051,,,,,,,,,,,,325.0,6480377,,La Quinta,Commercial
177839681,Wadi Al Safa 5,3229-,VN.P13.052,,,,,,,,,,,,325.0,6480372,,La Quinta,Commercial
177839683,Wadi Al Safa 5,3230-,VN.P13.053,,,,,,,,,,,,400.01,6483420,,La Quinta,Commercial
177839685,Wadi Al Safa 5,3231-,VN.P13.054,,,,,,,,,,,,325.0,6486326,,La Quinta,Commercial
177839687,Wadi Al Safa 5,3232-,VN.P13.054A,,,,,,,,,,,,325.0,6489545,,La Quinta,Commercial
177839689,Wadi Al Safa 5,3233-,VN.P13.055,,,,,,,,,,,,425.29,6486432,,La Quinta,Commercial
177839691,Wadi Al Safa 5,3234-,VN.P13.056,,,,,,,,,,,,432.13,6486429,,La Quinta,Commercial
177839693,Wadi Al Safa 5,3235-,VN.P13.057,,,,,,,,,,,,324.99,6486430,,La Quinta,Commercial
177839695,Wadi Al Safa 5,3236-,VN.P13.057A,,,,,,,,,,,,325.0,6486431,,La Quinta,Commercial
177839697,Wadi Al Safa 5,3237-,VN.P13.058,,,,,,,,,,,,400.01,6483470,,La Quinta,Commercial
177839699,Wadi Al Safa 5,3238-,VN.P13.059,,,,,,,,,,,,400.01,6483534,,La Quinta,Commercial
177839701,Wadi Al Safa 5,3239-,VN.P13.060,,,,,,,,,,,,400.0,6483447,,La Quinta,Commercial
177839703,Wadi Al Safa 5,3240-,VN.P13.061,,,,,,,,,,,,325.0,6480408,,La Quinta,Commercial
177839705,Wadi Al Safa 5,3241-,VN.P13.062,,,,,,,,,,,,325.0,6480290,,La Quinta,Commercial
177839707,Wadi Al Safa 5,3242-,VN.P13.063,,,,,,,,,,,,457.18,6489328,,La Quinta,Commercial
177839709,Wadi Al Safa 5,3243-,VN.P13.064,,,,,,,,,,,,462.2,6489326,,La Quinta,Commercial
177839711,Wadi Al Safa 5,3244-,VN.P13.065,,,,,,,,,,,,325.37,6483151,,La Quinta,Commercial
177839713,Wadi Al Safa 5,3245-,VN.P13.066,,,,,,,,,,,,325.0,6480385,,La Quinta,Commercial
177839715,Wadi Al Safa 5,3246-,VN.P13.067,,,,,,,,,,,,399.98,6483464,,La Quinta,Commercial
177839717,Wadi Al Safa 5,3247-,VN.P13.068,,,,,,,,,,,,325.21,6483146,,La Quinta,Commercial
177839719,Wadi Al Safa 5,3248-,VN.P13.069,,,,,,,,,,,,400.0,6483402,,La Quinta,Commercial
177839721,Wadi Al Safa 5,3249-,VN.P13.070,,,,,,,,,,,,325.0,6480373,,La Quinta,Commercial
177839723,Wadi Al Safa 5,3250-,VN.P13.071,,,,,,,,,,,,325.0,6480400,,La Quinta,Commercial
177839725,Wadi Al Safa 5,3251-,VN.P13.072,,,,,,,,,,,,432.33,6486164,,La Quinta,Commercial
177839727,Wadi Al Safa 5,3252-,VN.P13.073,,,,,,,,,,,,423.16,6483300,,La Quinta,Commercial
177839729,Wadi Al Safa 5,3253-,VN.P13.074,,,,,,,,,,,,400.55,6483581,,La Quinta,Commercial
177839731,Wadi Al Safa 5,3254-,VN.P13.075,,,,,,,,,,,,325.29,6483150,,La Quinta,Commercial
177839733,Wadi Al Safa 5,3255-,VN.P13.076,,,,,,,,,,,,418.52,6489301,,La Quinta,Commercial
177839735,Wadi Al Safa 5,3256-,VN.P13.077,,,,,,,,,,,,401.03,6483583,,La Quinta,Commercial
177839737,Wadi Al Safa 5,3257-,VN.P13.078,,,,,,,,,,,,390.27,6483310,,La Quinta,Commercial
177839739,Wadi Al Safa 5,3258-,VN.P13.079,,,,,,,,,,,,466.83,6489360,,La Quinta,Commercial
177839741,Wadi Al Safa 5,3259-,VN.P13.080,,,,,,,,,,,,367.71,6483274,,La Quinta,Commercial
177839743,Wadi Al Safa 5,3260-,VN.P13.081,,,,,,,,,,,,357.71,6483249,,La Quinta,Commercial
177839745,Wadi Al Safa 5,3261-,VN.P13.082,,,,,,,,,,,,426.28,6486160,,La Quinta,Commercial
177839747,Wadi Al Safa 5,3262-,VN.P13.083,,,,,,,,,,,,335.25,6486112,,La Quinta,Commercial
177839749,Wadi Al Safa 5,3263-,VN.P13.084,,,,,,,,,,,,428.29,6483225,,La Quinta,Commercial
177839751,Wadi Al Safa 5,3264-,VN.P13.085,,,,,,,,,,,,518.7,6489478,,La Quinta,Commercial
177839753,Wadi Al Safa 5,3265-,VN.P13.086,,,,,,,,,,,,417.49,6486128,,La Quinta,Commercial
177839755,Wadi Al Safa 5,3266-,VN.P13.087,,,,,,,,,,,,350.48,6483237,,La Quinta,Commercial
177839757,Wadi Al Safa 5,3267-,VN.P13.088,,,,,,,,,,,,445.37,6486221,,La Quinta,Commercial
177839759,Wadi Al Safa 5,3268-,VN.P13.089,,,,,,,,,,,,460.68,6489337,,La Quinta,Commercial
177839262,Wadi Al Safa 5,3269-,VN.P13.090,,,,,,,,,,,,385.48,6483305,,La Quinta,Commercial
177839265,Wadi Al Safa 5,3270-,VN.P13.091,,,,,,,,,,,,547.35,6489512,,La Quinta,Commercial
177839267,Wadi Al Safa 5,3271-,VN.P13.092,,,,,,,,,,,,415.03,6483299,,La Quinta,Commercial
177839269,Wadi Al Safa 5,3272-,VN.P13.093,,,,,,,,,,,,325.0,6483097,,La Quinta,Commercial
177839271,Wadi Al Safa 5,3273-,VN.P13.094,,,,,,,,,,,,400.01,6483550,,La Quinta,Commercial
177839273,Wadi Al Safa 5,3274-,VN.P13.095,,,,,,,,,,,,400.0,6483560,,La Quinta,Commercial
177839275,Wadi Al Safa 5,3275-,VN.P13.096,,,,,,,,,,,,325.02,6483114,,La Quinta,Commercial
177839277,Wadi Al Safa 5,3276-,VN.P13.097,,,,,,,,,,,,325.06,6483138,,La Quinta,Commercial
177839279,Wadi Al Safa 5,3277-,VN.P13.098,,,,,,,,,,,,325.01,6483096,,La Quinta,Commercial
177839281,Wadi Al Safa 5,3278-,VN.P13.099,,,,,,,,,,,,325.0,6483551,,La Quinta,Commercial
177839283,Wadi Al Safa 5,3279-,VN.P13.100,,,,,,,,,,,,457.05,6483298,,La Quinta,Commercial
177839285,Wadi Al Safa 5,3280-,VN.P13.101,,,,,,,,,,,,456.95,6483296,,La Quinta,Commercial
177839287,Wadi Al Safa 5,3281-,VN.P13.102,,,,,,,,,,,,325.0,6483549,,La Quinta,Commercial
177839289,Wadi Al Safa 5,3282-,VN.P13.103,,,,,,,,,,,,324.99,6483098,,La Quinta,Commercial
177839291,Wadi Al Safa 5,3283-,VN.P13.104,,,,,,,,,,,,324.94,6480261,,La Quinta,Commercial
177839293,Wadi Al Safa 5,3284-,VN.P13.105,,,,,,,,,,,,325.01,6483102,,La Quinta,Commercial
177839295,Wadi Al Safa 5,3285-,VN.P13.106,,,,,,,,,,,,399.99,6483559,,La Quinta,Commercial
177839297,Wadi Al Safa 5,3286-,VN.P13.107,,,,,,,,,,,,399.99,6483548,,La Quinta,Commercial
177839299,Wadi Al Safa 5,3287-,VN.P13.108,,,,,,,,,,,,324.99,6483095,,La Quinta,Commercial
177839301,Wadi Al Safa 5,3288-,VN.P13.109,,,,,,,,,,,,414.91,6483297,,La Quinta,Commercial
177839303,Wadi Al Safa 5,3289-,VN.P13.110,,,,,,,,,,,,522.0,6489487,,La Quinta,Commercial
177839305,Wadi Al Safa 5,3290-,VN.P13.111,,,,,,,,,,,,450.0,6489284,,La Quinta,Commercial
177839307,Wadi Al Safa 5,3291-,VN.P13.112,,,,,,,,,,,,450.0,6489286,,La Quinta,Commercial
177839309,Wadi Al Safa 5,3292-,VN.P13.113,,,,,,,,,,,,449.99,6486405,,La Quinta,Commercial
177839311,Wadi Al Safa 5,3293-,VN.P13.114,,,,,,,,,,,,450.0,6489280,,La Quinta,Commercial
177839313,Wadi Al Safa 5,3294-,VN.P13.115,,,,,,,,,,,,450.02,6489278,,La Quinta,Commercial
177839315,Wadi Al Safa 5,3295-,VN.P13.116,,,,,,,,,,,,449.99,6486236,,La Quinta,Commercial
177839317,Wadi Al Safa 5,3296-,VN.P13.117,,,,,,,,,,,,450.0,6489288,,La Quinta,Commercial
177839319,Wadi Al Safa 5,3297-,VN.P13.118,,,,,,,,,,,,449.99,6489281,,La Quinta,Commercial
177839321,Wadi Al Safa 5,3298-,VN.P13.119,,,,,,,,,,,,450.0,6489282,,La Quinta,Commercial
177839323,Wadi Al Safa 5,3299-,VN.P13.120,,,,,,,,,,,,450.01,6486237,,La Quinta,Commercial
177839325,Wadi Al Safa 5,3300-,VN.P13.121,,,,,,,,,,,,450.0,6489285,,La Quinta,Commercial
177839327,Wadi Al Safa 5,3301-,VN.P13.122,,,,,,,,,,,,450.0,6489283,,La Quinta,Commercial
177839329,Wadi Al Safa 5,3302-,VN.P13.123,,,,,,,,,,,,449.99,6486406,,La Quinta,Commercial
177839331,Wadi Al Safa 5,3303-,VN.P13.124,,,,,,,,,,,,518.9,6489479,,La Quinta,Commercial
177839333,Wadi Al Safa 5,3304-,VN.P13.125,,,,,,,,,,,,517.61,6489474,,La Quinta,Commercial
177839335,Wadi Al Safa 5,3305-,VN.P13.126,,,,,,,,,,,,450.0,6486374,,La Quinta,Commercial
177839337,Wadi Al Safa 5,3306-,VN.P13.127,,,,,,,,,,,,450.01,6486278,,La Quinta,Commercial
177839339,Wadi Al Safa 5,3307-,VN.P13.128,,,,,,,,,,,,450.0,6486256,,La Quinta,Commercial
177839341,Wadi Al Safa 5,3308-,VN.P13.129,,,,,,,,,,,,449.99,6486398,,La Quinta,Commercial
177839343,Wadi Al Safa 5,3309-,VN.P13.130,,,,,,,,,,,,449.99,6486370,,La Quinta,Commercial
177839345,Wadi Al Safa 5,3310-,VN.P13.131,,,,,,,,,,,,597.63,6489553,,La Quinta,Commercial
177839347,Wadi Al Safa 5,3311-,VN.P13.132,,,,,,,,,,,,415.02,6486098,,La Quinta,Commercial
177839349,Wadi Al Safa 5,3312-,VN.P13.133,,,,,,,,,,,,325.0,6480330,,La Quinta,Commercial
177839351,Wadi Al Safa 5,3313-,VN.P13.134,,,,,,,,,,,,324.99,6483074,,La Quinta,Commercial
177839353,Wadi Al Safa 5,3314-,VN.P13.135,,,,,,,,,,,,400.0,6483514,,La Quinta,Commercial
177839355,Wadi Al Safa 5,3315-,VN.P13.136,,,,,,,,,,,,399.99,6483502,,La Quinta,Commercial
177839357,Wadi Al Safa 5,3316-,VN.P13.137,,,,,,,,,,,,324.99,6480282,,La Quinta,Commercial
177839359,Wadi Al Safa 5,3317-,VN.P13.138,,,,,,,,,,,,324.99,6480414,,La Quinta,Commercial
177839361,Wadi Al Safa 5,3318-,VN.P13.139,,,,,,,,,,,,400.01,6483422,,La Quinta,Commercial
177839363,Wadi Al Safa 5,3319-,VN.P13.140,,,,,,,,,,,,455.69,6489310,,La Quinta,Commercial
177839365,Wadi Al Safa 5,3320-,VN.P13.141,,,,,,,,,,,,455.7,6489309,,La Quinta,Commercial
177839367,Wadi Al Safa 5,3321-,VN.P13.142,,,,,,,,,,,,400.0,6483370,,La Quinta,Commercial
177839369,Wadi Al Safa 5,3322-,VN.P13.143,,,,,,,,,,,,325.0,6480440,,La Quinta,Commercial
177839371,Wadi Al Safa 5,3323-,VN.P13.144,,,,,,,,,,,,325.01,6483076,,La Quinta,Commercial
177839373,Wadi Al Safa 5,3324-,VN.P13.145,,,,,,,,,,,,400.0,6483390,,La Quinta,Commercial
177839375,Wadi Al Safa 5,3325-,VN.P13.146,,,,,,,,,,,,400.0,6483508,,La Quinta,Commercial
177839377,Wadi Al Safa 5,3326-,VN.P13.147,,,,,,,,,,,,324.99,6480424,,La Quinta,Commercial
177839379,Wadi Al Safa 5,3327-,VN.P13.148,,,,,,,,,,,,325.0,6480287,,La Quinta,Commercial
177839381,Wadi Al Safa 5,3328-,VN.P13.149,,,,,,,,,,,,415.02,6486099,,La Quinta,Commercial
177839383,Wadi Al Safa 5,3329-,VN.P13.150,,,,,,,,,,,,425.65,6486427,,La Quinta,Commercial
177839385,Wadi Al Safa 5,3330-,VN.P13.150A,,,,,,,,,,,,325.01,6489556,,La Quinta,Commercial
177839387,Wadi Al Safa 5,3331-,VN.P13.151,,,,,,,,,,,,325.01,6483473,,La Quinta,Commercial
177839389,Wadi Al Safa 5,3332-,VN.P13.152,,,,,,,,,,,,324.99,6483353,,La Quinta,Commercial
177839391,Wadi Al Safa 5,3333-,VN.P13.153,,,,,,,,,,,,400.01,6483373,,La Quinta,Commercial
177839393,Wadi Al Safa 5,3334-,VN.P13.154,,,,,,,,,,,,400.0,6483374,,La Quinta,Commercial
177839395,Wadi Al Safa 5,3335-,VN.P13.155,,,,,,,,,,,,400.0,6483421,,La Quinta,Commercial
177839397,Wadi Al Safa 5,3336-,VN.P13.156,,,,,,,,,,,,325.01,6480390,,La Quinta,Commercial
177839399,Wadi Al Safa 5,3337-,VN.P13.157,,,,,,,,,,,,400.0,6483382,,La Quinta,Commercial
177839401,Wadi Al Safa 5,3338-,VN.P13.158,,,,,,,,,,,,399.99,6483476,,La Quinta,Commercial
177839403,Wadi Al Safa 5,3339-,VN.P13.159,,,,,,,,,,,,325.01,6480417,,La Quinta,Commercial
177839405,Wadi Al Safa 5,3340-,VN.P13.160,,,,,,,,,,,,400.0,6483387,,La Quinta,Commercial
177839407,Wadi Al Safa 5,3341-,VN.P13.161,,,,,,,,,,,,399.99,6483372,,La Quinta,Commercial
177839409,Wadi Al Safa 5,3342-,VN.P13.162,,,,,,,,,,,,400.01,6483507,,La Quinta,Commercial
177839411,Wadi Al Safa 5,3343-,VN.P13.163,,,,,,,,,,,,324.99,6480411,,La Quinta,Commercial
177839413,Wadi Al Safa 5,3344-,VN.P13.164,,,,,,,,,,,,325.01,6480285,,La Quinta,Commercial
177839415,Wadi Al Safa 5,3345-,VN.P13.165,,,,,,,,,,,,400.0,6483509,,La Quinta,Commercial
177839417,Wadi Al Safa 5,3346-,VN.P13.166,,,,,,,,,,,,456.79,6489327,,La Quinta,Commercial
177839419,Wadi Al Safa 5,3347-,VN.P13.167,,,,,,,,,,,,517.55,6489473,,La Quinta,Commercial
177839421,Wadi Al Safa 5,3348-,VN.P13.168,,,,,,,,,,,,451.19,6489292,,La Quinta,Commercial
177839423,Wadi Al Safa 5,3349-,VN.P13.169,,,,,,,,,,,,366.62,6483266,,La Quinta,Commercial
177839425,Wadi Al Safa 5,3350-,VN.P13.170,,,,,,,,,,,,366.59,6483268,,La Quinta,Commercial
177839427,Wadi Al Safa 5,3351-,VN.P13.171,,,,,,,,,,,,451.21,6489295,,La Quinta,Commercial
177839429,Wadi Al Safa 5,3352-,VN.P13.172,,,,,,,,,,,,451.19,6489293,,La Quinta,Commercial
177839431,Wadi Al Safa 5,3353-,VN.P13.173,,,,,,,,,,,,451.2,6489291,,La Quinta,Commercial
177839433,Wadi Al Safa 5,3354-,VN.P13.174,,,,,,,,,,,,366.6,6483267,,La Quinta,Commercial
177839435,Wadi Al Safa 5,3355-,VN.P13.175,,,,,,,,,,,,451.19,6489294,,La Quinta,Commercial
177839437,Wadi Al Safa 5,3356-,VN.P13.176,,,,,,,,,,,,450.94,6489290,,La Quinta,Commercial
177839439,Wadi Al Safa 5,3357-,VN.P13.177,,,,,,,,,,,,363.92,6483261,,La Quinta,Commercial
177839441,Wadi Al Safa 5,3358-,VN.P13.178,,,,,,,,,,,,439.96,6486205,,La Quinta,Commercial
177839443,Wadi Al Safa 5,3359-,VN.P13.179,,,,,,,,,,,,425.93,6486159,,La Quinta,Commercial
177839445,Wadi Al Safa 5,3360-,VN.P13.180,,,,,,,,,,,,399.35,6483330,,La Quinta,Commercial
177839447,Wadi Al Safa 5,3361-,VN.P13.181,,,,,,,,,,,,450.0,6486257,,La Quinta,Commercial
177839449,Wadi Al Safa 5,3362-,VN.P13.182,,,,,,,,,,,,450.0,6486358,,La Quinta,Commercial
177839451,Wadi Al Safa 5,3363-,VN.P13.183,,,,,,,,,,,,324.99,6480425,,La Quinta,Commercial
177839453,Wadi Al Safa 5,3364-,VN.P13.184,,,,,,,,,,,,450.0,6486361,,La Quinta,Commercial
177839455,Wadi Al Safa 5,3365-,VN.P13.185,,,,,,,,,,,,559.22,6489525,,La Quinta,Commercial
177839457,Wadi Al Safa 5,3366-,VN.P13.186,,,,,,,,,,,,450.02,6489287,,La Quinta,Commercial
177839459,Wadi Al Safa 5,3367-,VN.P13.187,,,,,,,,,,,,450.0,6489279,,La Quinta,Commercial
177839461,Wadi Al Safa 5,3368-,VN.P13.188,,,,,,,,,,,,449.99,6489277,,La Quinta,Commercial
177839463,Wadi Al Safa 5,3369-,VN.P13.189,,,,,,,,,,,,450.0,6489273,,La Quinta,Commercial
177839465,Wadi Al Safa 5,3370-,VN.P13.190,,,,,,,,,,,,554.5,6489520,,La Quinta,Commercial
177839467,Wadi Al Safa 5,3371-,VN.P13.191,,,,,,,,,,,,449.99,6489274,,La Quinta,Commercial
177839469,Wadi Al Safa 5,3372-,VN.P13.192,,,,,,,,,,,,325.0,6483112,,La Quinta,Commercial
177839471,Wadi Al Safa 5,3373-,VN.P13.193,,,,,,,,,,,,450.01,6489275,,La Quinta,Commercial
177839473,Wadi Al Safa 5,3374-,VN.P13.194,,,,,,,,,,,,449.99,6489276,,La Quinta,Commercial
177839475,Wadi Al Safa 5,3375-,VN.P13.195,,,,,,,,,,,,514.0,6489472,,La Quinta,Commercial
177839477,Wadi Al Safa 5,3376-,VN.P13.196,,,,,,,,,,,,528.91,6489495,,La Quinta,Commercial
177839479,Wadi Al Safa 5,3377-,VN.P13.197,,,,,,,,,,,,399.99,6483532,,La Quinta,Commercial
177839481,Wadi Al Safa 5,3378-,VN.P13.198,,,,,,,,,,,,400.01,6483466,,La Quinta,Commercial
177839483,Wadi Al Safa 5,3379-,VN.P13.199,,,,,,,,,,,,400.05,6483570,,La Quinta,Commercial
177839485,Wadi Al Safa 5,3380-,VN.P13.200,,,,,,,,,,,,509.99,6486424,,La Quinta,Commercial
177839487,Wadi Al Safa 5,3381-,VN.P13.201,,,,,,,,,,,,350.98,6486122,,La Quinta,Commercial
177839489,Wadi Al Safa 5,3382-,VN.P13.202,,,,,,,,,,,,350.97,6486176,,La Quinta,Commercial
177839491,Wadi Al Safa 5,3383-,VN.P13.203,,,,,,,,,,,,350.91,6486197,,La Quinta,Commercial
177839493,Wadi Al Safa 5,3384-,VN.P13.204,,,,,,,,,,,,351.12,6483235,,La Quinta,Commercial
177839495,Wadi Al Safa 5,3385-,VN.P13.204A,,,,,,,,,,,,350.9,6486180,,La Quinta,Commercial
177839497,Wadi Al Safa 5,3386-,VN.P13.205,,,,,,,,,,,,339.04,6486150,,La Quinta,Commercial
177839499,Wadi Al Safa 5,3387-,VN.P13.206,,,,,,,,,,,,330.69,6483182,,La Quinta,Commercial
177839501,Wadi Al Safa 5,3388-,VN.P13.207,,,,,,,,,,,,330.75,6483173,,La Quinta,Commercial
177839503,Wadi Al Safa 5,3389-,VN.P13.208,,,,,,,,,,,,333.45,6486092,,La Quinta,Commercial
177839505,Wadi Al Safa 5,3390-,VN.P13.209,,,,,,,,,,,,325.0,6483585,,La Quinta,Commercial
177839507,Wadi Al Safa 5,3391-,VN.P13.210,,,,,,,,,,,,324.99,6483049,,La Quinta,Commercial
177839509,Wadi Al Safa 5,3392-,VN.P13.211,,,,,,,,,,,,324.99,6480291,,La Quinta,Commercial
177839511,Wadi Al Safa 5,3393-,VN.P13.212,,,,,,,,,,,,499.99,6489347,,La Quinta,Commercial
177839513,Wadi Al Safa 5,3394-,VN.P13.213,,,,,,,,,,,,537.5,6489346,,La Quinta,Commercial
177839515,Wadi Al Safa 5,3395-,VN.P13.214,,,,,,,,,,,,325.01,6483513,,La Quinta,Commercial
177839517,Wadi Al Safa 5,3396-,VN.P13.215,,,,,,,,,,,,325.0,6480293,,La Quinta,Commercial
177839519,Wadi Al Safa 5,3397-,VN.P13.216,,,,,,,,,,,,325.01,6480413,,La Quinta,Commercial
177839521,Wadi Al Safa 5,3398-,VN.P13.217,,,,,,,,,,,,325.01,6480429,,La Quinta,Commercial
177839523,Wadi Al Safa 5,3399-,VN.P13.218,,,,,,,,,,,,325.01,6480423,,La Quinta,Commercial
177839525,Wadi Al Safa 5,3400-,VN.P13.219,,,,,,,,,,,,324.99,6480284,,La Quinta,Commercial
177839527,Wadi Al Safa 5,3401-,VN.P13.220,,,,,,,,,,,,325.01,6480347,,La Quinta,Commercial
177839529,Wadi Al Safa 5,3402-,VN.P13.221,,,,,,,,,,,,399.99,6483480,,La Quinta,Commercial
177839531,Wadi Al Safa 5,3403-,VN.P13.222,,,,,,,,,,,,512.0,6489342,,La Quinta,Commercial
177839533,Wadi Al Safa 5,3404-,VN.P13.223,,,,,,,,,,,,324.99,6483541,,La Quinta,Commercial
177839535,Wadi Al Safa 5,3405-,VN.P13.224,,,,,,,,,,,,325.0,6483343,,La Quinta,Commercial
177839537,Wadi Al Safa 5,3406-,VN.P13.225,,,,,,,,,,,,325.0,6480265,,La Quinta,Commercial
177839539,Wadi Al Safa 5,3407-,VN.P13.226,,,,,,,,,,,,325.01,6483561,,La Quinta,Commercial
177839541,Wadi Al Safa 5,3408-,VN.P13.226A,,,,,,,,,,,,325.0,6483538,,La Quinta,Commercial
177839543,Wadi Al Safa 5,3409-,VN.P13.227,,,,,,,,,,,,325.01,6483354,,La Quinta,Commercial
177839545,Wadi Al Safa 5,3410-,VN.P13.228,,,,,,,,,,,,324.99,6486425,,La Quinta,Commercial
177839547,Wadi Al Safa 5,3411-,VN.P13.229,,,,,,,,,,,,325.1,6483143,,La Quinta,Commercial
177839549,Wadi Al Safa 5,3412-,VN.P13.230,,,,,,,,,,,,324.99,6483118,,La Quinta,Commercial
177839551,Wadi Al Safa 5,3413-,VN.P13.231,,,,,,,,,,,,325.01,6483115,,La Quinta,Commercial
177839553,Wadi Al Safa 5,3414-,VN.P13.232,,,,,,,,,,,,449.89,6486234,,La Quinta,Commercial
177839555,Wadi Al Safa 5,3415-,VN.P13.233,,,,,,,,,,,,475.0,6486238,,La Quinta,Commercial
177839557,Wadi Al Safa 5,3416-,VN.P13.234,,,,,,,,,,,,325.01,6483557,,La Quinta,Commercial
177839559,Wadi Al Safa 5,3417-,VN.P13.235,,,,,,,,,,,,325.01,6483124,,La Quinta,Commercial
177839561,Wadi Al Safa 5,3418-,VN.P13.236,,,,,,,,,,,,325.01,6483555,,La Quinta,Commercial
177839563,Wadi Al Safa 5,3419-,VN.P13.237,,,,,,,,,,,,325.01,6483120,,La Quinta,Commercial
177839565,Wadi Al Safa 5,3420-,VN.P13.238,,,,,,,,,,,,324.99,6483121,,La Quinta,Commercial
177839567,Wadi Al Safa 5,3421-,VN.P13.239,,,,,,,,,,,,324.99,6483558,,La Quinta,Commercial
177839569,Wadi Al Safa 5,3422-,VN.P13.240,,,,,,,,,,,,325.01,6483119,,La Quinta,Commercial
177839571,Wadi Al Safa 5,3423-,VN.P13.241,,,,,,,,,,,,325.01,6483113,,La Quinta,Commercial
177839573,Wadi Al Safa 5,3424-,VN.P13.242,,,,,,,,,,,,325.0,6483123,,La Quinta,Commercial
177839575,Wadi Al Safa 5,3425-,VN.P13.243,,,,,,,,,,,,529.03,6489385,,La Quinta,Commercial
309684,Wadi Al Safa 5,524-0,VILLANOVA,,,,,,,,,,,,1665596.7,6480000,,La Quinta,Commercial
